Trade Date,Options Class,Underlying,Product Type,Exchange,Volume
2014/09/15,AMZN,AMZN,S,CBOE,24454
2014/09/16,AMZN,AMZN,S,CBOE,14543
2014/09/17,AMZN,AMZN,S,CBOE,19448
2014/09/18,AMZN,AMZN,S,CBOE,15218
2014/09/19,AMZN,AMZN,S,CBOE,22388
2014/09/22,AMZN,AMZN,S,CBOE,17067
2014/09/23,AMZN,AMZN,S,CBOE,10173
2014/09/24,AMZN,AMZN,S,CBOE,18598
2014/09/25,AMZN,AMZN,S,CBOE,13702
2014/09/26,AMZN,AMZN,S,CBOE,20665
2014/09/29,AMZN,AMZN,S,CBOE,11368
2014/09/30,AMZN,AMZN,S,CBOE,10450
2014/10/01,AMZN,AMZN,S,CBOE,13795
2014/10/02,AMZN,AMZN,S,CBOE,21360
2014/10/03,AMZN,AMZN,S,CBOE,19196
2014/10/06,AMZN,AMZN,S,CBOE,29120
2014/10/07,AMZN,AMZN,S,CBOE,12214
2014/10/08,AMZN,AMZN,S,CBOE,15540
2014/10/09,AMZN,AMZN,S,CBOE,17048
2014/10/10,AMZN,AMZN,S,CBOE,19415
2014/10/13,AMZN,AMZN,S,CBOE,20961
2014/10/14,AMZN,AMZN,S,CBOE,19765
2014/10/15,AMZN,AMZN,S,CBOE,26489
2014/10/16,AMZN,AMZN,S,CBOE,20550
2014/10/17,AMZN,AMZN,S,CBOE,19295
2014/10/20,AMZN,AMZN,S,CBOE,13153
2014/10/21,AMZN,AMZN,S,CBOE,17802
2014/10/22,AMZN,AMZN,S,CBOE,16534
2014/10/23,AMZN,AMZN,S,CBOE,58713
2014/10/24,AMZN,AMZN,S,CBOE,89843
2014/10/27,AMZN,AMZN,S,CBOE,21769
2014/10/28,AMZN,AMZN,S,CBOE,34033
2014/10/29,AMZN,AMZN,S,CBOE,17610
2014/10/30,AMZN,AMZN,S,CBOE,17144
2014/10/31,AMZN,AMZN,S,CBOE,25579
2014/11/03,AMZN,AMZN,S,CBOE,12114
2014/11/04,AMZN,AMZN,S,CBOE,11212
2014/11/05,AMZN,AMZN,S,CBOE,22776
2014/11/06,AMZN,AMZN,S,CBOE,19047
2014/11/07,AMZN,AMZN,S,CBOE,19939
2014/11/10,AMZN,AMZN,S,CBOE,14097
2014/11/11,AMZN,AMZN,S,CBOE,28248
2014/11/12,AMZN,AMZN,S,CBOE,15240
2014/11/13,AMZN,AMZN,S,CBOE,30097
2014/11/14,AMZN,AMZN,S,CBOE,72793
2014/11/17,AMZN,AMZN,S,CBOE,24071
2014/11/18,AMZN,AMZN,S,CBOE,20849
2014/11/19,AMZN,AMZN,S,CBOE,15445
2014/11/20,AMZN,AMZN,S,CBOE,28220
2014/11/21,AMZN,AMZN,S,CBOE,40120
2014/11/24,AMZN,AMZN,S,CBOE,15919
2014/11/25,AMZN,AMZN,S,CBOE,17126
2014/11/26,AMZN,AMZN,S,CBOE,15022
2014/11/28,AMZN,AMZN,S,CBOE,30344
2014/12/01,AMZN,AMZN,S,CBOE,56027
2014/12/02,AMZN,AMZN,S,CBOE,22405
2014/12/03,AMZN,AMZN,S,CBOE,34972
2014/12/04,AMZN,AMZN,S,CBOE,25284
2014/12/05,AMZN,AMZN,S,CBOE,33186
2014/12/08,AMZN,AMZN,S,CBOE,24283
2014/12/09,AMZN,AMZN,S,CBOE,20046
2014/12/10,AMZN,AMZN,S,CBOE,21829
2014/12/11,AMZN,AMZN,S,CBOE,18419
2014/12/12,AMZN,AMZN,S,CBOE,17110
2014/12/15,AMZN,AMZN,S,CBOE,20541
2014/12/16,AMZN,AMZN,S,CBOE,28631
2014/12/17,AMZN,AMZN,S,CBOE,22437
2014/12/18,AMZN,AMZN,S,CBOE,26870
2014/12/19,AMZN,AMZN,S,CBOE,32485
2014/12/22,AMZN,AMZN,S,CBOE,15554
2014/12/23,AMZN,AMZN,S,CBOE,18762
2014/12/24,AMZN,AMZN,S,CBOE,9018
2014/12/26,AMZN,AMZN,S,CBOE,24933
2014/12/29,AMZN,AMZN,S,CBOE,19809
2014/12/30,AMZN,AMZN,S,CBOE,12369
2014/12/31,AMZN,AMZN,S,CBOE,13862
2015/01/02,AMZN,AMZN,S,CBOE,19880
2015/01/05,AMZN,AMZN,S,CBOE,13730
2015/01/06,AMZN,AMZN,S,CBOE,19979
2015/01/07,AMZN,AMZN,S,CBOE,15321
2015/01/08,AMZN,AMZN,S,CBOE,19324
2015/01/09,AMZN,AMZN,S,CBOE,21799
2015/01/12,AMZN,AMZN,S,CBOE,17254
2015/01/13,AMZN,AMZN,S,CBOE,24564
2015/01/14,AMZN,AMZN,S,CBOE,26373
2015/01/15,AMZN,AMZN,S,CBOE,18204
2015/01/16,AMZN,AMZN,S,CBOE,19113
2015/01/20,AMZN,AMZN,S,CBOE,10626
2015/01/21,AMZN,AMZN,S,CBOE,26237
2015/01/22,AMZN,AMZN,S,CBOE,23091
2015/01/23,AMZN,AMZN,S,CBOE,27376
2015/01/26,AMZN,AMZN,S,CBOE,9623
2015/01/27,AMZN,AMZN,S,CBOE,16575
2015/01/28,AMZN,AMZN,S,CBOE,11617
2015/01/29,AMZN,AMZN,S,CBOE,53275
2015/01/30,AMZN,AMZN,S,CBOE,93950
2015/02/02,AMZN,AMZN,S,CBOE,28354
2015/02/03,AMZN,AMZN,S,CBOE,16975
2015/02/04,AMZN,AMZN,S,CBOE,15404
2015/02/05,AMZN,AMZN,S,CBOE,33278
2015/02/06,AMZN,AMZN,S,CBOE,20340
2015/02/09,AMZN,AMZN,S,CBOE,9855
2015/02/10,AMZN,AMZN,S,CBOE,12245
2015/02/11,AMZN,AMZN,S,CBOE,11322
2015/02/12,AMZN,AMZN,S,CBOE,13686
2015/02/13,AMZN,AMZN,S,CBOE,22053
2015/02/17,AMZN,AMZN,S,CBOE,16942
2015/02/18,AMZN,AMZN,S,CBOE,10350
2015/02/19,AMZN,AMZN,S,CBOE,16574
2015/02/20,AMZN,AMZN,S,CBOE,23683
2015/02/23,AMZN,AMZN,S,CBOE,14768
2015/02/24,AMZN,AMZN,S,CBOE,10227
2015/02/25,AMZN,AMZN,S,CBOE,20778
2015/02/26,AMZN,AMZN,S,CBOE,15523
2015/02/27,AMZN,AMZN,S,CBOE,17203
2015/03/02,AMZN,AMZN,S,CBOE,13001
2015/03/03,AMZN,AMZN,S,CBOE,7888
2015/03/04,AMZN,AMZN,S,CBOE,11753
2015/03/05,AMZN,AMZN,S,CBOE,14674
2015/03/06,AMZN,AMZN,S,CBOE,19507
2015/03/09,AMZN,AMZN,S,CBOE,11863
2015/03/10,AMZN,AMZN,S,CBOE,22648
2015/03/11,AMZN,AMZN,S,CBOE,9851
2015/03/12,AMZN,AMZN,S,CBOE,12079
2015/03/13,AMZN,AMZN,S,CBOE,18079
2015/03/16,AMZN,AMZN,S,CBOE,11671
2015/03/17,AMZN,AMZN,S,CBOE,10912
2015/03/18,AMZN,AMZN,S,CBOE,15513
2015/03/19,AMZN,AMZN,S,CBOE,12266
2015/03/20,AMZN,AMZN,S,CBOE,20635
2015/03/23,AMZN,AMZN,S,CBOE,17254
2015/03/24,AMZN,AMZN,S,CBOE,8890
2015/03/25,AMZN,AMZN,S,CBOE,17843
2015/03/26,AMZN,AMZN,S,CBOE,21752
2015/03/27,AMZN,AMZN,S,CBOE,18492
2015/03/30,AMZN,AMZN,S,CBOE,8287
2015/03/31,AMZN,AMZN,S,CBOE,9388
2015/04/01,AMZN,AMZN,S,CBOE,12575
2015/04/02,AMZN,AMZN,S,CBOE,15228
2015/04/06,AMZN,AMZN,S,CBOE,12387
2015/04/07,AMZN,AMZN,S,CBOE,8583
2015/04/08,AMZN,AMZN,S,CBOE,17456
2015/04/09,AMZN,AMZN,S,CBOE,18505
2015/04/10,AMZN,AMZN,S,CBOE,18770
2015/04/13,AMZN,AMZN,S,CBOE,10939
2015/04/14,AMZN,AMZN,S,CBOE,15834
2015/04/15,AMZN,AMZN,S,CBOE,11144
2015/04/16,AMZN,AMZN,S,CBOE,18326
2015/04/17,AMZN,AMZN,S,CBOE,27156
2015/04/20,AMZN,AMZN,S,CBOE,19244
2015/04/21,AMZN,AMZN,S,CBOE,16151
2015/04/22,AMZN,AMZN,S,CBOE,12861
2015/04/23,AMZN,AMZN,S,CBOE,52519
2015/04/24,AMZN,AMZN,S,CBOE,106903
2015/04/27,AMZN,AMZN,S,CBOE,23505
2015/04/28,AMZN,AMZN,S,CBOE,20758
2015/04/29,AMZN,AMZN,S,CBOE,20410
2015/04/30,AMZN,AMZN,S,CBOE,24003
2015/05/01,AMZN,AMZN,S,CBOE,13621
2015/05/04,AMZN,AMZN,S,CBOE,8053
2015/05/05,AMZN,AMZN,S,CBOE,8545
2015/05/06,AMZN,AMZN,S,CBOE,9146
2015/05/07,AMZN,AMZN,S,CBOE,10630
2015/05/08,AMZN,AMZN,S,CBOE,13924
2015/05/11,AMZN,AMZN,S,CBOE,6267
2015/05/12,AMZN,AMZN,S,CBOE,5376
2015/05/13,AMZN,AMZN,S,CBOE,7677
2015/05/14,AMZN,AMZN,S,CBOE,7492
2015/05/15,AMZN,AMZN,S,CBOE,13797
2015/05/18,AMZN,AMZN,S,CBOE,7880
2015/05/19,AMZN,AMZN,S,CBOE,6456
2015/05/20,AMZN,AMZN,S,CBOE,7294
2015/05/21,AMZN,AMZN,S,CBOE,17847
2015/05/22,AMZN,AMZN,S,CBOE,10964
2015/05/26,AMZN,AMZN,S,CBOE,7544
2015/05/27,AMZN,AMZN,S,CBOE,8521
2015/05/28,AMZN,AMZN,S,CBOE,6241
2015/05/29,AMZN,AMZN,S,CBOE,13768
2015/06/01,AMZN,AMZN,S,CBOE,17023
2015/06/02,AMZN,AMZN,S,CBOE,10237
2015/06/03,AMZN,AMZN,S,CBOE,14271
2015/06/04,AMZN,AMZN,S,CBOE,13613
2015/06/05,AMZN,AMZN,S,CBOE,13650
2015/06/08,AMZN,AMZN,S,CBOE,9284
2015/06/09,AMZN,AMZN,S,CBOE,8287
2015/06/10,AMZN,AMZN,S,CBOE,7921
2015/06/11,AMZN,AMZN,S,CBOE,19626
2015/06/12,AMZN,AMZN,S,CBOE,11874
2015/06/15,AMZN,AMZN,S,CBOE,10005
2015/06/16,AMZN,AMZN,S,CBOE,7621
2015/06/17,AMZN,AMZN,S,CBOE,8950
2015/06/18,AMZN,AMZN,S,CBOE,16558
2015/06/19,AMZN,AMZN,S,CBOE,15879
2015/06/22,AMZN,AMZN,S,CBOE,9304
2015/06/23,AMZN,AMZN,S,CBOE,14601
2015/06/24,AMZN,AMZN,S,CBOE,10044
2015/06/25,AMZN,AMZN,S,CBOE,9447
2015/06/26,AMZN,AMZN,S,CBOE,11397
2015/06/29,AMZN,AMZN,S,CBOE,7710
2015/06/30,AMZN,AMZN,S,CBOE,5582
2015/07/01,AMZN,AMZN,S,CBOE,5940
2015/07/02,AMZN,AMZN,S,CBOE,7293
2015/07/06,AMZN,AMZN,S,CBOE,7125
2015/07/07,AMZN,AMZN,S,CBOE,6058
2015/07/08,AMZN,AMZN,S,CBOE,6065
2015/07/09,AMZN,AMZN,S,CBOE,6132
2015/07/10,AMZN,AMZN,S,CBOE,12010
2015/07/13,AMZN,AMZN,S,CBOE,11271
2015/07/14,AMZN,AMZN,S,CBOE,13836
2015/07/15,AMZN,AMZN,S,CBOE,8931
2015/07/16,AMZN,AMZN,S,CBOE,28123
2015/07/17,AMZN,AMZN,S,CBOE,20781
2015/07/20,AMZN,AMZN,S,CBOE,13893
2015/07/21,AMZN,AMZN,S,CBOE,7272
2015/07/22,AMZN,AMZN,S,CBOE,13031
2015/07/23,AMZN,AMZN,S,CBOE,26799
2015/07/24,AMZN,AMZN,S,CBOE,67780
2015/07/27,AMZN,AMZN,S,CBOE,17826
2015/07/28,AMZN,AMZN,S,CBOE,9983
2015/07/29,AMZN,AMZN,S,CBOE,6483
2015/07/30,AMZN,AMZN,S,CBOE,12033
2015/07/31,AMZN,AMZN,S,CBOE,10508
2015/08/03,AMZN,AMZN,S,CBOE,8064
2015/08/04,AMZN,AMZN,S,CBOE,5153
2015/08/05,AMZN,AMZN,S,CBOE,6412
2015/08/06,AMZN,AMZN,S,CBOE,14350
2015/08/07,AMZN,AMZN,S,CBOE,18587
2015/08/10,AMZN,AMZN,S,CBOE,5252
2015/08/11,AMZN,AMZN,S,CBOE,5669
2015/08/12,AMZN,AMZN,S,CBOE,10234
2015/08/13,AMZN,AMZN,S,CBOE,11091
2015/08/14,AMZN,AMZN,S,CBOE,9615
2015/08/17,AMZN,AMZN,S,CBOE,7835
2015/08/18,AMZN,AMZN,S,CBOE,5221
2015/08/19,AMZN,AMZN,S,CBOE,6129
2015/08/20,AMZN,AMZN,S,CBOE,12765
2015/08/21,AMZN,AMZN,S,CBOE,20518
2015/08/24,AMZN,AMZN,S,CBOE,10934
2015/08/25,AMZN,AMZN,S,CBOE,7452
2015/08/26,AMZN,AMZN,S,CBOE,9006
2015/08/27,AMZN,AMZN,S,CBOE,17062
2015/08/28,AMZN,AMZN,S,CBOE,9486
2015/08/31,AMZN,AMZN,S,CBOE,6156
2015/09/01,AMZN,AMZN,S,CBOE,10093
2015/09/02,AMZN,AMZN,S,CBOE,5980
2015/09/03,AMZN,AMZN,S,CBOE,9368
2015/09/04,AMZN,AMZN,S,CBOE,8953
2015/09/08,AMZN,AMZN,S,CBOE,7168
2015/09/09,AMZN,AMZN,S,CBOE,8789
2015/09/10,AMZN,AMZN,S,CBOE,7767
2015/09/11,AMZN,AMZN,S,CBOE,11431
2015/09/14,AMZN,AMZN,S,CBOE,5414
2015/09/15,AMZN,AMZN,S,CBOE,7225
2015/09/16,AMZN,AMZN,S,CBOE,5008
2015/09/17,AMZN,AMZN,S,CBOE,14515
2015/09/18,AMZN,AMZN,S,CBOE,22969
2015/09/21,AMZN,AMZN,S,CBOE,7665
2015/09/22,AMZN,AMZN,S,CBOE,10333
2015/09/23,AMZN,AMZN,S,CBOE,4722
2015/09/24,AMZN,AMZN,S,CBOE,9052
2015/09/25,AMZN,AMZN,S,CBOE,14424
2015/09/28,AMZN,AMZN,S,CBOE,11006
2015/09/29,AMZN,AMZN,S,CBOE,9824
2015/09/30,AMZN,AMZN,S,CBOE,7078
2015/10/01,AMZN,AMZN,S,CBOE,11088
2015/10/02,AMZN,AMZN,S,CBOE,17170
2015/10/05,AMZN,AMZN,S,CBOE,7491
2015/10/06,AMZN,AMZN,S,CBOE,10547
2015/10/07,AMZN,AMZN,S,CBOE,8312
2015/10/08,AMZN,AMZN,S,CBOE,12508
2015/10/09,AMZN,AMZN,S,CBOE,14346
2015/10/12,AMZN,AMZN,S,CBOE,10407
2015/10/13,AMZN,AMZN,S,CBOE,7422
2015/10/14,AMZN,AMZN,S,CBOE,8700
2015/10/15,AMZN,AMZN,S,CBOE,19720
2015/10/16,AMZN,AMZN,S,CBOE,19661
2015/10/19,AMZN,AMZN,S,CBOE,10157
2015/10/20,AMZN,AMZN,S,CBOE,12049
2015/10/21,AMZN,AMZN,S,CBOE,11959
2015/10/22,AMZN,AMZN,S,CBOE,23439
2015/10/23,AMZN,AMZN,S,CBOE,43711
2015/10/26,AMZN,AMZN,S,CBOE,13250
2015/10/27,AMZN,AMZN,S,CBOE,10281
2015/10/28,AMZN,AMZN,S,CBOE,14528
2015/10/29,AMZN,AMZN,S,CBOE,24602
2015/10/30,AMZN,AMZN,S,CBOE,17045
2015/11/02,AMZN,AMZN,S,CBOE,7605
2015/11/03,AMZN,AMZN,S,CBOE,6119
2015/11/04,AMZN,AMZN,S,CBOE,17639
2015/11/05,AMZN,AMZN,S,CBOE,17219
2015/11/06,AMZN,AMZN,S,CBOE,15577
2015/11/09,AMZN,AMZN,S,CBOE,12709
2015/11/10,AMZN,AMZN,S,CBOE,8094
2015/11/11,AMZN,AMZN,S,CBOE,18651
2015/11/12,AMZN,AMZN,S,CBOE,13830
2015/11/13,AMZN,AMZN,S,CBOE,27569
2015/11/16,AMZN,AMZN,S,CBOE,21078
2015/11/17,AMZN,AMZN,S,CBOE,10139
2015/11/18,AMZN,AMZN,S,CBOE,15611
2015/11/19,AMZN,AMZN,S,CBOE,20791
2015/11/20,AMZN,AMZN,S,CBOE,21564
2015/11/23,AMZN,AMZN,S,CBOE,19299
2015/11/24,AMZN,AMZN,S,CBOE,19179
2015/11/25,AMZN,AMZN,S,CBOE,14725
2015/11/27,AMZN,AMZN,S,CBOE,11644
2015/11/30,AMZN,AMZN,S,CBOE,13898
2015/12/01,AMZN,AMZN,S,CBOE,16146
2015/12/02,AMZN,AMZN,S,CBOE,13233
2015/12/03,AMZN,AMZN,S,CBOE,16018
2015/12/04,AMZN,AMZN,S,CBOE,17573
2015/12/07,AMZN,AMZN,S,CBOE,11042
2015/12/08,AMZN,AMZN,S,CBOE,11891
2015/12/09,AMZN,AMZN,S,CBOE,14829
2015/12/10,AMZN,AMZN,S,CBOE,11673
2015/12/11,AMZN,AMZN,S,CBOE,23498
2015/12/14,AMZN,AMZN,S,CBOE,11512
2015/12/15,AMZN,AMZN,S,CBOE,10465
2015/12/16,AMZN,AMZN,S,CBOE,11673
2015/12/17,AMZN,AMZN,S,CBOE,14892
2015/12/18,AMZN,AMZN,S,CBOE,20097
2015/12/21,AMZN,AMZN,S,CBOE,10367
2015/12/22,AMZN,AMZN,S,CBOE,8510
2015/12/23,AMZN,AMZN,S,CBOE,10475
2015/12/24,AMZN,AMZN,S,CBOE,6363
2015/12/28,AMZN,AMZN,S,CBOE,11612
2015/12/29,AMZN,AMZN,S,CBOE,20900
2015/12/30,AMZN,AMZN,S,CBOE,12412
2015/12/31,AMZN,AMZN,S,CBOE,18010
2016/01/04,AMZN,AMZN,S,CBOE,21253
2016/01/05,AMZN,AMZN,S,CBOE,13660
2016/01/06,AMZN,AMZN,S,CBOE,14965
2016/01/07,AMZN,AMZN,S,CBOE,24830
2016/01/08,AMZN,AMZN,S,CBOE,21182
2016/01/11,AMZN,AMZN,S,CBOE,13698
2016/01/12,AMZN,AMZN,S,CBOE,9980
2016/01/13,AMZN,AMZN,S,CBOE,23023
2016/01/14,AMZN,AMZN,S,CBOE,20709
2016/01/15,AMZN,AMZN,S,CBOE,24869
2016/01/19,AMZN,AMZN,S,CBOE,10722
2016/01/20,AMZN,AMZN,S,CBOE,13897
2016/01/21,AMZN,AMZN,S,CBOE,11847
2016/01/22,AMZN,AMZN,S,CBOE,22619
2016/01/25,AMZN,AMZN,S,CBOE,15855
2016/01/26,AMZN,AMZN,S,CBOE,11444
2016/01/27,AMZN,AMZN,S,CBOE,10563
2016/01/28,AMZN,AMZN,S,CBOE,45110
2016/01/29,AMZN,AMZN,S,CBOE,53193
2016/02/01,AMZN,AMZN,S,CBOE,16838
2016/02/02,AMZN,AMZN,S,CBOE,19528
2016/02/03,AMZN,AMZN,S,CBOE,19552
2016/02/04,AMZN,AMZN,S,CBOE,15595
2016/02/05,AMZN,AMZN,S,CBOE,24978
2016/02/08,AMZN,AMZN,S,CBOE,14377
2016/02/09,AMZN,AMZN,S,CBOE,11524
2016/02/10,AMZN,AMZN,S,CBOE,13693
2016/02/11,AMZN,AMZN,S,CBOE,12866
2016/02/12,AMZN,AMZN,S,CBOE,16342
2016/02/16,AMZN,AMZN,S,CBOE,8764
2016/02/17,AMZN,AMZN,S,CBOE,12144
2016/02/18,AMZN,AMZN,S,CBOE,10744
2016/02/19,AMZN,AMZN,S,CBOE,25020
2016/02/22,AMZN,AMZN,S,CBOE,14184
2016/02/23,AMZN,AMZN,S,CBOE,10009
2016/02/24,AMZN,AMZN,S,CBOE,14945
2016/02/25,AMZN,AMZN,S,CBOE,12974
2016/02/26,AMZN,AMZN,S,CBOE,17786
2016/02/29,AMZN,AMZN,S,CBOE,8351
2016/03/01,AMZN,AMZN,S,CBOE,13912
2016/03/02,AMZN,AMZN,S,CBOE,13830
2016/03/03,AMZN,AMZN,S,CBOE,8593
2016/03/04,AMZN,AMZN,S,CBOE,13993
2016/03/07,AMZN,AMZN,S,CBOE,11788
2016/03/08,AMZN,AMZN,S,CBOE,10579
2016/03/09,AMZN,AMZN,S,CBOE,8923
2016/03/10,AMZN,AMZN,S,CBOE,13703
2016/03/11,AMZN,AMZN,S,CBOE,16721
2016/03/14,AMZN,AMZN,S,CBOE,9558
2016/03/15,AMZN,AMZN,S,CBOE,9670
2016/03/16,AMZN,AMZN,S,CBOE,8335
2016/03/17,AMZN,AMZN,S,CBOE,19903
2016/03/18,AMZN,AMZN,S,CBOE,23110
2016/03/21,AMZN,AMZN,S,CBOE,10131
2016/03/22,AMZN,AMZN,S,CBOE,11585
2016/03/23,AMZN,AMZN,S,CBOE,12987
2016/03/24,AMZN,AMZN,S,CBOE,27747
2016/03/28,AMZN,AMZN,S,CBOE,9694
2016/03/29,AMZN,AMZN,S,CBOE,15919
2016/03/30,AMZN,AMZN,S,CBOE,12458
2016/03/31,AMZN,AMZN,S,CBOE,7003
2016/04/01,AMZN,AMZN,S,CBOE,10769
2016/04/04,AMZN,AMZN,S,CBOE,8039
2016/04/05,AMZN,AMZN,S,CBOE,6536
2016/04/06,AMZN,AMZN,S,CBOE,10816
2016/04/07,AMZN,AMZN,S,CBOE,11971
2016/04/08,AMZN,AMZN,S,CBOE,13931
2016/04/11,AMZN,AMZN,S,CBOE,8524
2016/04/12,AMZN,AMZN,S,CBOE,10092
2016/04/13,AMZN,AMZN,S,CBOE,17548
2016/04/14,AMZN,AMZN,S,CBOE,18001
2016/04/15,AMZN,AMZN,S,CBOE,16108
2016/04/18,AMZN,AMZN,S,CBOE,13839
2016/04/19,AMZN,AMZN,S,CBOE,11872
2016/04/20,AMZN,AMZN,S,CBOE,10121
2016/04/21,AMZN,AMZN,S,CBOE,11542
2016/04/22,AMZN,AMZN,S,CBOE,25846
2016/04/25,AMZN,AMZN,S,CBOE,8958
2016/04/26,AMZN,AMZN,S,CBOE,6613
2016/04/27,AMZN,AMZN,S,CBOE,13520
2016/04/28,AMZN,AMZN,S,CBOE,33243
2016/04/29,AMZN,AMZN,S,CBOE,45764
2016/05/02,AMZN,AMZN,S,CBOE,21249
2016/05/03,AMZN,AMZN,S,CBOE,12153
2016/05/04,AMZN,AMZN,S,CBOE,10538
2016/05/05,AMZN,AMZN,S,CBOE,15661
2016/05/06,AMZN,AMZN,S,CBOE,18973
2016/05/09,AMZN,AMZN,S,CBOE,14313
2016/05/10,AMZN,AMZN,S,CBOE,22987
2016/05/11,AMZN,AMZN,S,CBOE,29670
2016/05/12,AMZN,AMZN,S,CBOE,20926
2016/05/13,AMZN,AMZN,S,CBOE,28461
2016/05/16,AMZN,AMZN,S,CBOE,14731
2016/05/17,AMZN,AMZN,S,CBOE,19060
2016/05/18,AMZN,AMZN,S,CBOE,16973
2016/05/19,AMZN,AMZN,S,CBOE,15211
2016/05/20,AMZN,AMZN,S,CBOE,23321
2016/05/23,AMZN,AMZN,S,CBOE,13229
2016/05/24,AMZN,AMZN,S,CBOE,12362
2016/05/25,AMZN,AMZN,S,CBOE,12973
2016/05/26,AMZN,AMZN,S,CBOE,15242
2016/05/27,AMZN,AMZN,S,CBOE,17740
2016/05/31,AMZN,AMZN,S,CBOE,17222
2016/06/01,AMZN,AMZN,S,CBOE,14596
2016/06/02,AMZN,AMZN,S,CBOE,18531
2016/06/03,AMZN,AMZN,S,CBOE,20448
2016/06/06,AMZN,AMZN,S,CBOE,14454
2016/06/07,AMZN,AMZN,S,CBOE,10867
2016/06/08,AMZN,AMZN,S,CBOE,10954
2016/06/09,AMZN,AMZN,S,CBOE,10780
2016/06/10,AMZN,AMZN,S,CBOE,23297
2016/06/13,AMZN,AMZN,S,CBOE,11494
2016/06/14,AMZN,AMZN,S,CBOE,10107
2016/06/15,AMZN,AMZN,S,CBOE,9714
2016/06/16,AMZN,AMZN,S,CBOE,17194
2016/06/17,AMZN,AMZN,S,CBOE,24989
2016/06/20,AMZN,AMZN,S,CBOE,12594
2016/06/21,AMZN,AMZN,S,CBOE,10187
2016/06/22,AMZN,AMZN,S,CBOE,9114
2016/06/23,AMZN,AMZN,S,CBOE,13667
2016/06/24,AMZN,AMZN,S,CBOE,25430
2016/06/27,AMZN,AMZN,S,CBOE,17196
2016/06/28,AMZN,AMZN,S,CBOE,12378
2016/06/29,AMZN,AMZN,S,CBOE,13613
2016/06/30,AMZN,AMZN,S,CBOE,12864
2016/07/01,AMZN,AMZN,S,CBOE,20961
2016/07/05,AMZN,AMZN,S,CBOE,11755
2016/07/06,AMZN,AMZN,S,CBOE,20118
2016/07/07,AMZN,AMZN,S,CBOE,11411
2016/07/08,AMZN,AMZN,S,CBOE,22739
2016/07/11,AMZN,AMZN,S,CBOE,15623
2016/07/12,AMZN,AMZN,S,CBOE,23337
2016/07/13,AMZN,AMZN,S,CBOE,16757
2016/07/14,AMZN,AMZN,S,CBOE,13548
2016/07/15,AMZN,AMZN,S,CBOE,20908
2016/07/18,AMZN,AMZN,S,CBOE,14824
2016/07/19,AMZN,AMZN,S,CBOE,10502
2016/07/20,AMZN,AMZN,S,CBOE,11849
2016/07/21,AMZN,AMZN,S,CBOE,16457
2016/07/22,AMZN,AMZN,S,CBOE,22529
2016/07/25,AMZN,AMZN,S,CBOE,12416
2016/07/26,AMZN,AMZN,S,CBOE,7746
2016/07/27,AMZN,AMZN,S,CBOE,9281
2016/07/28,AMZN,AMZN,S,CBOE,42319
2016/07/29,AMZN,AMZN,S,CBOE,49384
2016/08/01,AMZN,AMZN,S,CBOE,16728
2016/08/02,AMZN,AMZN,S,CBOE,12773
2016/08/03,AMZN,AMZN,S,CBOE,13264
2016/08/04,AMZN,AMZN,S,CBOE,14665
2016/08/05,AMZN,AMZN,S,CBOE,18459
2016/08/08,AMZN,AMZN,S,CBOE,16418
2016/08/09,AMZN,AMZN,S,CBOE,12463
2016/08/10,AMZN,AMZN,S,CBOE,11165
2016/08/11,AMZN,AMZN,S,CBOE,13634
2016/08/12,AMZN,AMZN,S,CBOE,15307
2016/08/15,AMZN,AMZN,S,CBOE,10576
2016/08/16,AMZN,AMZN,S,CBOE,8794
2016/08/17,AMZN,AMZN,S,CBOE,10735
2016/08/18,AMZN,AMZN,S,CBOE,12965
2016/08/19,AMZN,AMZN,S,CBOE,18865
2016/08/22,AMZN,AMZN,S,CBOE,13651
2016/08/23,AMZN,AMZN,S,CBOE,10843
2016/08/24,AMZN,AMZN,S,CBOE,10499
2016/08/25,AMZN,AMZN,S,CBOE,9399
2016/08/26,AMZN,AMZN,S,CBOE,25103
2016/08/29,AMZN,AMZN,S,CBOE,17784
2016/08/30,AMZN,AMZN,S,CBOE,10282
2016/08/31,AMZN,AMZN,S,CBOE,9020
2016/09/01,AMZN,AMZN,S,CBOE,10834
2016/09/02,AMZN,AMZN,S,CBOE,21285
2016/09/06,AMZN,AMZN,S,CBOE,28407
2016/09/07,AMZN,AMZN,S,CBOE,13725
2016/09/08,AMZN,AMZN,S,CBOE,11781
2016/09/09,AMZN,AMZN,S,CBOE,40031
2016/09/12,AMZN,AMZN,S,CBOE,20863
2016/09/13,AMZN,AMZN,S,CBOE,15379
2016/09/14,AMZN,AMZN,S,CBOE,13410
2016/09/15,AMZN,AMZN,S,CBOE,19112
2016/09/16,AMZN,AMZN,S,CBOE,33994
2016/09/19,AMZN,AMZN,S,CBOE,14193
2016/09/20,AMZN,AMZN,S,CBOE,10518
2016/09/21,AMZN,AMZN,S,CBOE,13743
2016/09/22,AMZN,AMZN,S,CBOE,29842
2016/09/23,AMZN,AMZN,S,CBOE,25093
2016/09/26,AMZN,AMZN,S,CBOE,18422
2016/09/27,AMZN,AMZN,S,CBOE,27957
2016/09/28,AMZN,AMZN,S,CBOE,39019
2016/09/29,AMZN,AMZN,S,CBOE,41142
2016/09/30,AMZN,AMZN,S,CBOE,40006
